,pospair,negpair
234,*MOT: how does it go ?	*CHI: that's a slide and steps .,*MOT: how does it go ?	*CHI: where blue pieces are blue .
235,*MOT: what did the fish do ?	*CHI: go swim in water .,*MOT: what did the fish do ?	*CHI: I will be quiet .
236,*MOT: do you remember ?	*CHI: got bubbles out of mouth .,*MOT: do you remember ?	*CHI: the hare and the tortoise .
237,*MOT: and what else happened ?	*CHI: snakes come out of mouse hole .,*MOT: and what else happened ?	*CHI: she need to put on it .
238,"*MOT: you remembered at last , didn't you ?	*CHI: the snake come out .","*MOT: you remembered at last , didn't you ?	*CHI: I want my botbot ."
239,*MOT: what're you doing ?	*CHI: want lie down .,*MOT: what're you doing ?	*CHI: garble garble garble .
240,*MOT: what does Chris make ?	*CHI: like this one .,*MOT: what does Chris make ?	*CHI: all fall down !
241,*MOT: it would be a long way for her to come .	*CHI: coming next week ?,*MOT: it would be a long way for her to come .	*CHI: I like pink .
242,*MOT: that's where she's learning .	*CHI: come Gail's house ?,*MOT: that's where she's learning .	*CHI: where this goes .
243,*MOT: what's the matter ?	*CHI: Caroline do it .,*MOT: what's the matter ?	*CHI: I don't want .
244,*MOT: do you know who this is ?	*CHI: that go in there .,"*MOT: do you know who this is ?	*CHI: I help you, Sue ."
245,*MOT: what's the matter ?	*CHI: I can't make c-s !,*MOT: what's the matter ?	*CHI: it wasn't my fault .
246,*MOT: where's the towel ?	*CHI: all done now .,*MOT: where's the towel ?	*CHI: go in here .
247,*MOT: and on Friday he ate through how many oranges ?	*CHI: one two three four five .,*MOT: and on Friday he ate through how many oranges ?	*CHI: this one or this one ?
248,*MOT: where was it ?	*CHI: in the counter .,*MOT: where was it ?	*CHI: no it's not .
249,"*MOT: could you tell him without the spoon in your mouth ?	*CHI: breakfast is ready , Jwww .",*MOT: could you tell him without the spoon in your mouth ?	*CHI: the soldiers in this one .
250,*MOT: where do you want the milk ?	*CHI: on my cereal .,*MOT: where do you want the milk ?	*CHI: what was this ?
251,*MOT: you're trying to what ?	*CHI: I can't drink water .,*MOT: you're trying to what ?	*CHI: I know it is .
252,"*MOT: would you sit down , Laura ?	*CHI: fill my milk cup .","*MOT: would you sit down , Laura ?	*CHI: I'm getting your snake ."
253,"*MOT: you want to come say your last goodbye ?	*CHI: bye , recorder .",*MOT: you want to come say your last goodbye ?	*CHI: no baby block .
254,*MOT: I don't know .	*CHI: is it coming out ?,*MOT: I don't know .	*CHI: he just likes meat .
255,*MOT: you're not asleep .	*CHI: did you hear gas ?,*MOT: you're not asleep .	*CHI: you cut her out .
256,*MOT: good for you .	*CHI: who's kicking me ?,*MOT: good for you .	*CHI: a car coming !
257,*MOT: did you get any more Christmas cards ?	*CHI: I want to another present .,*MOT: did you get any more Christmas cards ?	*CHI: can I put it on ?
258,*MOT: it's in that box .	*CHI: where's the little penny ?,*MOT: it's in that box .	*CHI: take his shoe off .
259,*MOT: where shall we take them ?	*CHI: to their Mommy .,*MOT: where shall we take them ?	*CHI: oh little nose .
260,*MOT: what are you going to bring to sleep in ?	*CHI: this sleeping bag .,*MOT: what are you going to bring to sleep in ?	*CHI: there's a horsie .
261,*MOT: what's he going to do now ?	*CHI: twist the baby around .,*MOT: what's he going to do now ?	*CHI: and who's a girl ?
262,*MOT: what kind of cake ?	*CHI: I don't know .,*MOT: what kind of cake ?	*CHI: where is rispoli ?
263,*MOT: on his back .	*CHI: you mean this ?,*MOT: on his back .	*CHI: is a fork .
264,*MOT: why don't you put him up here ?	*CHI: right in middle of those people .,*MOT: why don't you put him up here ?	*CHI: where the other Joe will drive ?
265,*MOT: have you ever seen a bear riding a bicycle ?	*CHI: but he is .,*MOT: have you ever seen a bear riding a bicycle ?	*CHI: it's just about .
266,*MOT: do you think it's a gorilla ?	*CHI: yes it is .,*MOT: do you think it's a gorilla ?	*CHI: pull pants up .
267,*MOT: shall we build a bicycle for him ?	*CHI: he's riding like that .,*MOT: shall we build a bicycle for him ?	*CHI: and this stays hooked .
268,*MOT: what are you doing ?	*CHI: have to have four wheels on .,*MOT: what are you doing ?	*CHI: I should still be a pillar .
269,*MOT: what do you want to do ?	*CHI: elephant go too .,*MOT: what do you want to do ?	*CHI: yeah hot dog .
270,*MOT: to visit whom ?	*CHI: David and Linda and David and Linda and David .,*MOT: to visit whom ?	*CHI: because maybe somebody else because I didn't bring medicine .
271,*MOT: are you hammering softly ?	*CHI: that don't hurt them .,*MOT: are you hammering softly ?	*CHI: hey I do that .
272,*MOT: it doesn't hurt them ?	*CHI: he's going on the train now .,*MOT: it doesn't hurt them ?	*CHI: yeah because they wanted some candy .
273,*MOT: what are they going to see in San Francisco ?	*CHI: let me put Yogi Bear on the train .,*MOT: what are they going to see in San Francisco ?	*CHI: I want you to leave the rubbish there .
274,*MOT: so shall we attach the engine here ?	*CHI: let's pull Yogi Bear .,*MOT: so shall we attach the engine here ?	*CHI: wait mommy wait wait .
275,*MOT: what fell off ?	*CHI: a part of the train .,*MOT: what fell off ?	*CHI: that one's a good one .
276,*MOT: that part's new ?	*CHI: that's on you .,*MOT: that part's new ?	*CHI: yyy baseball bat .
277,*MOT: you made an egg for me ?	*CHI: I putting it in the plate .,*MOT: you made an egg for me ?	*CHI: can you put it down there ?
278,*MOT: I'd love some more eggs .	*CHI: you want them ?,*MOT: I'd love some more eggs .	*CHI: well put make .
279,*MOT: where are you going to put it ?	*CHI: on your plate .,*MOT: where are you going to put it ?	*CHI: can I go .
280,*MOT: what are you cooking there ?	*CHI: here's your cup .,*MOT: what are you cooking there ?	*CHI: you eat cake .
281,*MOT: what is that ?	*CHI: that's not a high chair .,*MOT: what is that ?	*CHI: I make it over here .
282,*MOT: do you want to hold your big doll ?	*CHI: I need the bottle .,*MOT: do you want to hold your big doll ?	*CHI: where that one go ?
283,*MOT: what is this man doing ?	*CHI: climbing up on the tree .,*MOT: what is this man doing ?	*CHI: I have to go sleep .
284,*MOT: that man is carrying an umbrella while he's riding on the tractor ?	*CHI: him fall down .,*MOT: that man is carrying an umbrella while he's riding on the tractor ?	*CHI: I want breakfast .
285,*MOT: where is the boy ?	*CHI: on a horse .,*MOT: where is the boy ?	*CHI: another one tin .
286,*MOT: do you like to eat tomatoes ?	*CHI: that's a boy .,*MOT: do you like to eat tomatoes ?	*CHI: I don't know .
287,*MOT: what is the lady doing ?	*CHI: here's a man .,*MOT: what is the lady doing ?	*CHI: I am sorry .
288,*MOT: who's fixing it ?	*CHI: man gas station .,*MOT: who's fixing it ?	*CHI: that's Mister Dawson .
289,*MOT: what does she do ?	*CHI: I don't know .,*MOT: what does she do ?	*CHI: Mum crack nut .
290,*MOT: another one huh ?	*CHI: I'm going to have that to wipe my hands off .,*MOT: another one huh ?	*CHI: yeah because because I I I'm looking and no chocolate .
291,*MOT: oh wow this tastes great .	*CHI: what is it ?,*MOT: oh wow this tastes great .	*CHI: night night Noddy .
292,*MOT: what are you drawing ?	*CHI: I tear this one .,*MOT: what are you drawing ?	*CHI: I have that please .
293,*MOT: who done a poo poo ?	*CHI: him and Lala .,*MOT: who done a poo poo ?	*CHI: the innkeeper's coming .
294,*MOT: who did you go .	*CHI: and is there some teddies too ?,*MOT: who did you go .	*CHI: these are the way they were .
295,*MOT: or shall we just muddle them all up ?	*CHI: the top ones .,*MOT: or shall we just muddle them all up ?	*CHI: a booster seat .
296,*MOT: that says octopus .	*CHI: which is to go there ?,*MOT: that says octopus .	*CHI: Nin Nin a Pippin gone .
297,*MOT: and then we'll ice the cakes .	*CHI: can you do it ?,"*MOT: and then we'll ice the cakes .	*CHI: Olivia , don't move ."
298,*MOT: and I'm cooking it .	*CHI: is the biscuits ready ?,*MOT: and I'm cooking it .	*CHI: why's it say stop ?
299,*MOT: why have you got pen on your nose ?	*CHI: we'll wash it later .,*MOT: why have you got pen on your nose ?	*CHI: Nicole like that one .
300,*MOT: shall we leave it off ?	*CHI: I need a other one .,*MOT: shall we leave it off ?	*CHI: I know what is missing .
301,*MOT: shall we get More Dadaw's hairbrush ?	*CHI: shut the door straight away .,*MOT: shall we get More Dadaw's hairbrush ?	*CHI: trying to break Ursula's pencil .
302,*MOT: where's the other horse ?	*CHI: he's in here .,*MOT: where's the other horse ?	*CHI: no big bite .
303,*MOT: very strange farm .	*CHI: is this my penguin ?,*MOT: very strange farm .	*CHI: I went that way .
304,*MOT: what happens then ?	*CHI: she falls asleep .,*MOT: what happens then ?	*CHI: where is it ?
305,*MOT: what's happening here then ?	*CHI: I don't know .,*MOT: what's happening here then ?	*CHI: baa black sheep .
306,*MOT: they're peeping in at the window .	*CHI: what are they doing ?,*MOT: they're peeping in at the window .	*CHI: I need a wee .
307,*MOT: special special finger paints .	*CHI: what they're playing now ?,*MOT: special special finger paints .	*CHI: Shana take it away .
308,*MOT: here we are .	*CHI: can you put these on ?,*MOT: here we are .	*CHI: going get another police car .
309,*MOT: what is that stuff ?	*CHI: I don't know .,*MOT: what is that stuff ?	*CHI: zero don't know .
310,*MOT: what's that do you think ?	*CHI: I don't know .,*MOT: what's that do you think ?	*CHI: hello Mister horse .
311,"*MOT: you know what game this could do , Charlie ?	*CHI: no I don't .","*MOT: you know what game this could do , Charlie ?	*CHI: I lost one ."
312,"*MOT: what do ya think ?	*CHI: no , no , nah .",*MOT: what do ya think ?	*CHI: I'm telling you another story .
313,"*MOT: could you do me a favor , and put it in one of your bags over here ?	*CHI: I don't have any .","*MOT: could you do me a favor , and put it in one of your bags over here ?	*CHI: he find some food ."
314,*MOT: shall we eat em ?	*CHI: no no I'm just the man who does it .,*MOT: shall we eat em ?	*CHI: and then it goes it falls in a cave .
315,*MOT: and what happens ?	*CHI: the baby gets out .,*MOT: and what happens ?	*CHI: Master Tubby's shoes hurt .
316,*MOT: they're trying to get the kitten to come to them .	*CHI: what's under there ?,*MOT: they're trying to get the kitten to come to them .	*CHI: enne turn this .
317,*MOT: I think he's all dressed up in a costume .	*CHI: well what's under there ?,*MOT: I think he's all dressed up in a costume .	*CHI: do a jigsaw puzzle ?
318,*MOT: what do you think is under there ?	*CHI: I don't know .,*MOT: what do you think is under there ?	*CHI: yes it is .
319,*MOT: what do you think ?	*CHI: now we can fix this .,*MOT: what do you think ?	*CHI: he's in the seat car .
320,*MOT: you hear voice ?	*CHI: I didn't heard .,*MOT: you hear voice ?	*CHI: no she doesn't !
321,"*MOT: so it can't move , yeah .	*CHI: what about this one ?","*MOT: so it can't move , yeah .	*CHI: this chair for me ."
322,*MOT: is that the one ?	*CHI: it's holding it on .,*MOT: is that the one ?	*CHI: I just mixed those .
323,*MOT: where's ya see the horsie ?	*CHI: in a field .,*MOT: where's ya see the horsie ?	*CHI: some of them .
324,*MOT: and all of a sudden it ninety seven the whole week .	*CHI: you know what ?,*MOT: and all of a sudden it ninety seven the whole week .	*CHI: and that battery .
325,*MOT: what's the name of this book ?	*CHI: I don't know .,*MOT: what's the name of this book ?	*CHI: watching seeing helicopter .
326,*MOT: how's it go ?	*CHI: handy dandy maple candy .,*MOT: how's it go ?	*CHI: no a post van .
327,*MOT: hop two three four .	*CHI: why is night ?,*MOT: hop two three four .	*CHI: sit in chair .
328,*MOT: up you stand .	*CHI: why time to get dressed ?,*MOT: up you stand .	*CHI: this girl can't fit in .
329,*MOT: what are you having tonight ?	*CHI: mm chicken and rice .,*MOT: what are you having tonight ?	*CHI: a bunch of rocks .
330,*MOT: .. do you like art ?	*CHI: I don't know .,*MOT: .. do you like art ?	*CHI: what's a pig ?
331,*MOT: look at the buttons .	*CHI: where did they goes ?,*MOT: look at the buttons .	*CHI: xxx this treasure chest .
332,*MOT: oh what are you bringing here ?	*CHI: there's something in my bricks .,*MOT: oh what are you bringing here ?	*CHI: no you eat this part .
333,*MOT: would you like to try some ?	*CHI: there's something in my bricks .,*MOT: would you like to try some ?	*CHI: now he's coming better now .
334,*MOT: would you like to try some ?	*CHI: I can this spoon .,*MOT: would you like to try some ?	*CHI: to me to you .
335,*MOT: yes it's Ewww's .	*CHI: can I play with her ?,*MOT: yes it's Ewww's .	*CHI: let me see that Mot .
336,*MOT: you sit down .	*CHI: can I have that pen ?,*MOT: you sit down .	*CHI: but we don't have this .
337,*MOT: there you go .	*CHI: can I do some kisses ?,*MOT: there you go .	*CHI: I lost my nose bleed .
338,"*MOT: come over here then .	*CHI: Mummy , what shall we do now ?",*MOT: come over here then .	*CHI: can I open it in the car ?
339,*MOT: look she's got a bandage on her head .	*CHI: is it bleeding ?,"*MOT: look she's got a bandage on her head .	*CHI: look , Mummy ."
340,*MOT: if you bump your head .	*CHI: is it bleeding ?,*MOT: if you bump your head .	*CHI: here it is .
341,*MOT: are your hands clean ?	*CHI: do something out .,*MOT: are your hands clean ?	*CHI: watch this propeller .
342,"*MOT: you help me put the shopping away .	*CHI: what , Mummy ?",*MOT: you help me put the shopping away .	*CHI: I don't know .
343,*MOT: he has cat food .	*CHI: but where's my crisp ?,*MOT: he has cat food .	*CHI: I make a mess .
344,*MOT: do you want some crisps ?	*CHI: I like to .,*MOT: do you want some crisps ?	*CHI: I don't know .
345,*MOT: was that an aeroplane ?	*CHI: under there like eeooow .,*MOT: was that an aeroplane ?	*CHI: don't put it outside .
346,*MOT: who do we go and see today ?	*CHI: zero don't know .,*MOT: who do we go and see today ?	*CHI: from my bath .
347,"*MOT: it's with your spaghetti .	*CHI: what , Mummy ?",*MOT: it's with your spaghetti .	*CHI: spoon has gone .
348,"*MOT: the sun's come out , Fraser .	*CHI: I don't like that !","*MOT: the sun's come out , Fraser .	*CHI: bubble bubble Dada car ."
349,"*MOT: Twww's sitting on the picnic table in the sun .	*CHI: what , Mummy ?",*MOT: Twww's sitting on the picnic table in the sun .	*CHI: pushing somebody's son .
350,"*MOT: where your jigsaw puzzle , Fraser ?	*CHI: in the middle .","*MOT: where your jigsaw puzzle , Fraser ?	*CHI: do that again ."
351,"*MOT: it looks like they're picking apples .	*CHI: what , Mummy ?",*MOT: it looks like they're picking apples .	*CHI: on the pavement ?
352,*MOT: yeah you write Willy but .	*CHI: then what's Willy's last name ?,*MOT: yeah you write Willy but .	*CHI: can I go with you ?
353,*MOT: who has shoes on ?	*CHI: I don't know .,*MOT: who has shoes on ?	*CHI: pink or red ?
354,*MOT: what's that elephant's name ?	*CHI: I don't know .,*MOT: what's that elephant's name ?	*CHI: no cheeky person .
